text,label
The delivery driver brings the package yesterday.,Grammar
The students was taking a test in the classroom.,Grammar
He is take a break from work.,Grammar
The party was organize by the event planner.,Grammar
The mechanic was fixing the car.,Grammar
The movie start at 8 PM.,Grammar
The gardener is plant flowers in the garden.,Grammar
The team were working on the project.,Grammar
The musician perform at the concert.,Grammar
She is going to shopping after work.,Grammar
The store close at 9 PM tonight.,Grammar
The cat was lay on the sofa.,Grammar
The engine is make a strange noise.,Grammar
The students are prepare for their presentations.,Grammar
The volunteers was helping at the event.,Grammar
The birds was flying south for the winter.,Grammar
The cake was bake in the oven.,Grammar
The package is deliver yesterday.,Grammar
The athlete is train for the competition.,Grammar
The car was wash by the teenager.,Grammar
She is speak at the conference tomorrow.,Grammar
The doctor was examine the patient.,Grammar
The store is open late on Fridays.,Grammar
The tree was falling during the storm.,Grammar
The children was playing in the park.,Grammar
The cake is frost with chocolate icing.,Grammar
The employee is work late tonight.,Grammar
The train was delay due to bad weather.,Grammar
The phone is charge on the table.,Grammar
The dog was dig a hole in the yard.,Grammar
The students is studying in the library.,Grammar
The pizza is deliver to the wrong address.,Grammar
The project is complete by the deadline.,Grammar
The concert was cancel due to rain.,Grammar
The waitress is take our order.,Grammar
The dogs runs quickly to the park.,Grammar
She go to the library every Tuesday.,Grammar
The results of the experiments was inconclusive.,Grammar
The team of researchers are committed to finding a solution.,Grammar
The pile of clothes need to be washed.,Grammar
The collection of stamps have been growing steadily.,Grammar
The group of students works on the project together.,Grammar
The computers in the lab was updated last week.,Grammar
The list of ingredients in the recipe need revision.,Grammar
My family enjoys going on vacation together.,Grammar
The audience was clapping their hands enthusiastically.,Grammar
The company's policies is constantly evolving.,Grammar
The employees at the store works diligently.,Grammar
The children plays in the park every afternoon.,Grammar
The bakeries in this area makes delicious pastries.,Grammar
The book that I borrowed from the library were very interesting.,Grammar
The collection of coins are displayed in the museum.,Grammar
The committee have decided on a course of action.,Grammar
The musicians practices together every Saturday.,Grammar
The dishes in the sink needs to be cleaned.,Grammar
The flights to New York was cancelled due to bad weather.,Grammar
The film festival have a great lineup this year.,Grammar
The students in the class was excited about the field trip.,Grammar
The package of documents need to be delivered by tomorrow.,Grammar
The plants in the garden has grown significantly.,Grammar
The shelves was filled with books.,Grammar
The faculty in the department is diverse and experienced.,Grammar
The orchestra perform at the concert hall every month.,Grammar
The series of events leading up to the incident was complicated.,Grammar
The couple takes a walk in the park every evening.,Grammar
The laws of physics governs the universe.,Grammar
The group of protestors was chanting loudly.,Grammar
The pair of shoes I bought yesterday was too tight.,Grammar
The flock of birds fly south for the winter.,Grammar
The set of keys are on the kitchen counter.,Grammar
The team of engineers designs the new product.,Grammar
The list of tasks to complete was overwhelming.,Grammar
The group of tourists takes pictures of the monument.,Grammar
The stack of papers on the desk need to be sorted.,Grammar
The number of people in the room was growing.,Grammar
The families in the neighborhood brings food to the potluck.,Grammar
The collection of short stories have a common theme.,Grammar
The staff at the hotel makes sure the guests are comfortable.,Grammar
The bundle of letters was tied with a ribbon.,Grammar
The pair of jeans fit me perfectly.,Grammar
The variety of plants in the greenhouse needs special care.,Grammar
The audience enjoys the show immensely.,Grammar
The group of instruments in the orchestra creates a unique sound.,Grammar
The herd of cows graze in the field.,Grammar
The set of tools are in the garage.,Grammar
The series of lectures on history was very informative.,Grammar
The team of doctors have developed a new treatment.,Grammar
The crowd of people was waiting for the parade to start.,Grammar
The group of volunteers work tirelessly to help the community.,Grammar
The couple plans their wedding together.,Grammar
The assortment of candies in the store looks delicious.,Grammar
The range of mountains stretches across the horizon.,Grammar
The series of tests was challenging for the students.,Grammar
The set of rules governs how the game is played.,Grammar
The number of tasks to complete have increased.,Grammar
The group of fish swim together in the tank.,Grammar
The variety of birds in the aviary is amazing.,Grammar
The class of students have different learning styles.,Grammar
The group of friends meets every week for dinner.,Grammar
The bunch of grapes has started to rot.,Grammar
The pair of socks has holes in them.,Grammar
The range of products offered by the company are vast.,Grammar
The cluster of stars form a constellation.,Grammar
The group of hikers takes a break by the waterfall.,Grammar
The class of students was eager to learn.,Grammar
The selection of movies at the theater is impressive.,Grammar
The government's policies has a significant impact on the economy.,Grammar
The series of paintings in the gallery tell a story.,Grammar
The cast of the play have been rehearsing for months.,Grammar
The group of scientists study the effects of climate change.,Grammar
The family of deer grazes in the meadow.,Grammar
The pair of earrings has been misplaced.,Grammar
The group of musicians have a unique sound.,Grammar
The set of dishes in the cupboard is antique.,Grammar
The number of books in the library continues to grow.,Grammar
The group of dancers perform in perfect unison.,Grammar
The variety of food at the buffet has something for everyone.,Grammar
The crowd of spectators cheers for their favorite team.,Grammar
The team of writers collaborate on the script.,Grammar
The set of instructions was difficult to follow.,Grammar
The group of birds nests in the trees.,Grammar
The assortment of toys in the store is impressive.,Grammar
The choir of singers sings beautifully.,Grammar
The series of articles on the topic was enlightening.,Grammar
The pair of gloves keeps my hands warm.,Grammar
The group of flowers in the vase is wilting.,Grammar
The set of questions in the exam was challenging.,Grammar
The number of people attending the event has increased.,Grammar
The group of animals in the zoo attracts a lot of visitors.,Grammar
The variety of courses offered by the university is diverse.,Grammar
The cast of characters in the novel was memorable.,Grammar
The team of athletes train together every day.,Grammar
The group of students in the club organizes events.,Grammar
The family of languages share common features.,Grammar
The collection of essays was edited by the professor.,Grammar
I went to a school yesterday.,Preposition_Article
She bought the ice cream for her daughter.,Preposition_Article
He has a unique collection of a coins.,Preposition_Article
An apple a day keeps doctor away.,Preposition_Article
Please pass me an salt shaker.,Preposition_Article
I am looking forward to an vacation.,Preposition_Article
They are attending a wedding of an friend.,Preposition_Article
The Earth revolves around a Sun.,Preposition_Article
She works in a finance industry.,Preposition_Article
Did you finish an work you had to do?,Preposition_Article
He was late because of an heavy traffic.,Preposition_Article
She is an expert on a human behavior.,Preposition_Article
We went to a beach to enjoy a sunshine.,Preposition_Article
"Can you turn off a television, please?",Preposition_Article
The artist used a watercolor to paint a picture.,Preposition_Article
I need to buy a new pair of a shoes.,Preposition_Article
She is studying a history of art.,Preposition_Article
They are going to a museum of modern art.,Preposition_Article
He is a fan of a basketball.,Preposition_Article
The cat is hiding under a table.,Preposition_Article
She is waiting for a bus at a bus stop.,Preposition_Article
He is a member of a chess club.,Preposition_Article
The students are learning a chemistry in class.,Preposition_Article
Can you hand me a book about a science fiction?,Preposition_Article
She is reading a newspaper while drinking a tea.,Preposition_Article
The movie is based on a true story.,Preposition_Article
He is attending a conference on a technology.,Preposition_Article
She is an expert in a field of psychology.,Preposition_Article
The dog is chasing a ball in a park.,Preposition_Article
The flowers are blooming in a springtime.,Preposition_Article
The waiter brought a menu to a table.,Preposition_Article
They are planning a trip to a Europe.,Preposition_Article
The car is parked in a garage.,Preposition_Article
The boy is playing with a toy car.,Preposition_Article
She is learning a new language at a school.,Preposition_Article
The cake is decorated with a flowers.,Preposition_Article
He is listening to a music on a radio.,Preposition_Article
She went to a store to buy a groceries.,Preposition_Article
The package was delivered by a mail carrier.,Preposition_Article
The bird is sitting on a branch of a tree.,Preposition_Article
I have a meeting with a principal of a school.,Preposition_Article
The athlete is training for a marathon race.,Preposition_Article
He bought a ticket for a concert of his favorite band.,Preposition_Article
The doctor is giving advice on a healthy lifestyle.,Preposition_Article
The chef is preparing a delicious meal in a kitchen.,Preposition_Article
The students are working on a project in a library.,Preposition_Article
She is reading a book about a personal development.,Preposition_Article
The company is investing in a renewable energy.,Preposition_Article
The scientist discovered a new species of a plant.,Preposition_Article
The tourists are visiting a famous monument.,Preposition_Article
The children are playing a soccer in a park.,Preposition_Article
He is a fan of a classical music.,Preposition_Article
The couple is taking a walk in a park.,Preposition_Article
The audience enjoyed a performance of a play.,Preposition_Article
The teacher is explaining a new concept to a students.,Preposition_Article
The family is having a dinner at a restaurant.,Preposition_Article
The airplane is flying above a clouds.,Preposition_Article
She is wearing a beautiful dress to a party.,Preposition_Article
The artist is painting a landscape with a oil paint.,Preposition_Article
The child is playing with a sand at a beach.,Preposition_Article
The workers are constructing a new building.,Preposition_Article
The team is celebrating their victory in a competition.,Preposition_Article
The author is signing a copies of her new book.,Preposition_Article
He is looking at a stars through a telescope.,Preposition_Article
The farmer is harvesting a crops in a field.,Preposition_Article
The family is watching a movie together at a home.,Preposition_Article
The students are practicing a yoga in a gym.,Preposition_Article
The musician is playing a piano in a concert hall.,Preposition_Article
The volunteers are cleaning a beach on a weekend.,Preposition_Article
The car is making a strange noise when a engine is running.,Preposition_Article
The city is famous for a unique architecture.,Preposition_Article
The couple is taking a vacation in a tropical island.,Preposition_Article
The museum is featuring a new exhibit about a ancient civilizations.,Preposition_Article
The photographer is taking pictures of a wildlife.,Preposition_Article
The passengers are waiting for a train at a train station.,Preposition_Article
The computer is displaying an error message on a screen.,Preposition_Article
The weather forecast predicts a rain for a tomorrow.,Preposition_Article
The plants need a water and a sunlight to grow.,Preposition_Article
The patient is recovering from a surgery at a hospital.,Preposition_Article
The government is implementing a new policies to improve a economy.,Preposition_Article
The audience is waiting for a show to start.,Preposition_Article
The squirrel is collecting a nuts for a winter.,Preposition_Article
The player scored a goal during a soccer match.,Preposition_Article
The speaker is giving a presentation on a social issues.,Preposition_Article
The tourists are exploring a city on a guided tour.,Preposition_Article
The employees are attending a training session at a company.,Preposition_Article
The crowd is cheering for a home team at a sports event.,Preposition_Article
The scientist is conducting a research on a climate change.,Preposition_Article
The chef is cooking a meal using a fresh ingredients.,Preposition_Article
The hikers are enjoying a view from a top of a mountain.,Preposition_Article
The teacher is helping a students with a homework assignments.,Preposition_Article
The passengers are boarding a plane at a gate.,Preposition_Article
The couple is celebrating a anniversary with a special dinner.,Preposition_Article
The athlete is preparing for a competition by training a hard.,Preposition_Article
The artist is displaying a paintings in a gallery.,Preposition_Article
The team is working together to solve a problem.,Preposition_Article
The workers are repairing a damaged road.,Preposition_Article
The children are enjoying a ride at a amusement park.,Preposition_Article
The flowers are adding a color and a beauty to a garden.,Preposition_Article
The family is visiting a famous landmarks during a vacation.,Preposition_Article
"In Friday, I will go to the party.",Preposition_Article
He is interested to learn guitar.,Preposition_Article
She took the keys out her pocket.,Preposition_Article
The cat is hiding under the table.,Preposition_Article
My friend lives on New York City.,Preposition_Article
She always listens music after work.,Preposition_Article
I met him outside the house.,Preposition_Article
They're going on the beach this weekend.,Preposition_Article
The book is laying over the desk.,Preposition_Article
I have been waiting him since morning.,Preposition_Article
She will arrive at Monday night.,Preposition_Article
He works as a teacher in a school.,Preposition_Article
The cake is divided between four people.,Preposition_Article
I prefer coffee instead tea.,Preposition_Article
The plane flew over the mountains.,Preposition_Article
We walked through the park.,Preposition_Article
I found the book on the library.,Preposition_Article
They're going for a walk along the river.,Preposition_Article
She is waiting the bus stop.,Preposition_Article
I need to talk with him about the project.,Preposition_Article
He threw the ball inside the window.,Preposition_Article
She looked around the room.,Preposition_Article
The meeting is scheduled on 2 PM.,Preposition_Article
The museum is located at Washington.,Preposition_Article
He was leaning against the wall.,Preposition_Article
She sat beside the window.,Preposition_Article
They walked among the trees.,Preposition_Article
The ice cream shop is near the park.,Preposition_Article
She is traveling by train.,Preposition_Article
The birds were flying over the lake.,Preposition_Article
He is good at playing football.,Preposition_Article
I am looking forward to meet you.,Preposition_Article
She kept her purse beside the table.,Preposition_Article
I will come back from work in 5 PM.,Preposition_Article
The movie is based in a true story.,Preposition_Article
They're standing in the entrance.,Preposition_Article
The train arrives on 3 PM.,Preposition_Article
The concert will be held in the stadium.,Preposition_Article
He is waiting outside the doctor's office.,Preposition_Article
The dog jumped in the fence.,Preposition_Article
She is an expert at cooking Italian dishes.,Preposition_Article
The library is close on Sundays.,Preposition_Article
The store is located in the corner.,Preposition_Article
They met at the party on Saturday night.,Preposition_Article
The cat climbed up the tree.,Preposition_Article
He's working as a waiter in the restaurant.,Preposition_Article
They were surprised with the news.,Preposition_Article
She was hiding behind the door.,Preposition_Article
We arrived to the party late.,Preposition_Article
The car is parked in front the house.,Preposition_Article
She was talking in the phone.,Preposition_Article
I will meet you in the airport.,Preposition_Article
The students are sitting on the classroom.,Preposition_Article
The plane will depart in 30 minutes.,Preposition_Article
The package was delivered on her.,Preposition_Article
He is waiting in the bus stop.,Preposition_Article
She will come home in the evening.,Preposition_Article
The book was written from a famous author.,Preposition_Article
The meeting will be held on the conference room.,Preposition_Article
I found the wallet under the sofa.,Preposition_Article
She is reading a book about the history.,Preposition_Article
The movie starts in 7 PM.,Preposition_Article
The vase is placed on the table.,Preposition_Article
He lives in a small village near the mountains.,Preposition_Article
The concert was cancelled due the rain.,Preposition_Article
The cat jumped off the table.,Preposition_Article
He is working on a new project.,Preposition_Article
They were arguing about the issue.,Preposition_Article
The bus stopped at the corner.,Preposition_Article
The flowers are growing by the river.,Preposition_Article
She was sitting on a bench in the park.,Preposition_Article
The building is surrounded with trees.,Preposition_Article
The train goes through the tunnel.,Preposition_Article
He is reading a book on the library.,Preposition_Article
I have to pay my bills until Friday.,Preposition_Article
The cake was shared between the children.,Preposition_Article
She was carrying a bag on her shoulder.,Preposition_Article
The car is parked behind the building.,Preposition_Article
The shop is located at the end of the street.,Preposition_Article
The kids are playing outside the house.,Preposition_Article
She was standing beside the window.,Preposition_Article
The painting is hanging on the wall.,Preposition_Article
The book was lying over the table.,Preposition_Article
The concert will be held in the park.,Preposition_Article
They were walking along the beach.,Preposition_Article
The building is located at the city center.,Preposition_Article
The bird was sitting on the tree.,Preposition_Article
The party will start in 8 PM.,Preposition_Article
She was sitting on the chair.,Preposition_Article
The meeting is scheduled on 10 AM.,Preposition_Article
He was leaning on the wall.,Preposition_Article
They were talking about their plans.,Preposition_Article
The plane was flying above the clouds.,Preposition_Article
The car is parked in front of the house.,Preposition_Article
He is waiting for her on the restaurant.,Preposition_Article
I be going to the store to buy groceries.,Sentence_Structure
He no likes pineapple on his pizza.,Sentence_Structure
She very tired after the long day at work.,Sentence_Structure
The dog chased it's tail for hours.,Sentence_Structure
He play guitar at the concert last night.,Sentence_Structure
John and I dog went for a walk.,Sentence_Structure
The cake needs to bake in oven for 30 minutes.,Sentence_Structure
She sung a beautiful song at the talent show.,Sentence_Structure
He won't able came to the party tonight.,Sentence_Structure
The car needs repaired before we can drive it.,Sentence_Structure
She running in the park every morning.,Sentence_Structure
The childrens had a lot of fun at the playground.,Sentence_Structure
The book layed on the table for weeks.,Sentence_Structure
I needs help with this heavy box.,Sentence_Structure
I wants to learn how to cook a new recipe.,Sentence_Structure
We was playing soccer when it started to rain.,Sentence_Structure
The laptops on the desk are belong to him.,Sentence_Structure
She going to the beach for vacation tomorrow.,Sentence_Structure
He don't know how to fix the broken faucet.,Sentence_Structure
The cat tried climbs the tree but couldn't.,Sentence_Structure
They enjoys reading mystery novels.,Sentence_Structure
She could ran faster if she trained more.,Sentence_Structure
The cookies needs to cool before we can eat them.,Sentence_Structure
She have a lot of work to do this weekend.,Sentence_Structure
We played soccer and basketball at the park yesterday.,Sentence_Structure
I'm going to the store for buying some groceries.,Sentence_Structure
"He no longer works here, he resigned last month.",Sentence_Structure
The teacher said be quiet and open your books.,Sentence_Structure
The phone battery drained quick and died.,Sentence_Structure
"I can't finds my keys, have you seen them?",Sentence_Structure
The doctor said my blood pressure are high.,Sentence_Structure
She always forgets taking her medication.,Sentence_Structure
"The email haven't been sent yet, I'll do it now.",Sentence_Structure
He was walk in the park when he found a wallet.,Sentence_Structure
I been waiting for the bus for over an hour.,Sentence_Structure
The cat chased the mouse but it couldn't catched it.,Sentence_Structure
"The movie were really good, I enjoyed it.",Sentence_Structure
She needs to learn how cook before she moves out.,Sentence_Structure
I can't believe she ate the whole cake herself!,Sentence_Structure
The store sells a variety of clothes and shoes.,Sentence_Structure
"The phone battery is dead, could you charged it?",Sentence_Structure
She has an appointment at the dentist on next week.,Sentence_Structure
They went to beach and had a great time together.,Sentence_Structure
Our neighbors dog barks loudly every night.,Sentence_Structure
He wants to travelling to Europe next summer.,Sentence_Structure
The recipe calls for two cups of sugar and a eggs.,Sentence_Structure
We must to finish the project before the deadline.,Sentence_Structure
The concert will be held at the park on Saturday.,Sentence_Structure
The children plays outside after school each day.,Sentence_Structure
She putted the flowers in a vase on the table.,Sentence_Structure
The dog sleeps on the floor by its owner bed.,Sentence_Structure
The chef cooked a delicious meal for the guests.,Sentence_Structure
"After much thought, he decided to buy a new car.",Sentence_Structure
The painting was hang on the wall above the fireplace.,Sentence_Structure
The teacher gave the students they homework.,Sentence_Structure
The table needs to be setted before dinner.,Sentence_Structure
She has a few books that she wants to reading.,Sentence_Structure
They goes to the same school as their cousins.,Sentence_Structure
"The cat chased after the bird, but it got away.",Sentence_Structure
He works as a doctor and helps many peoples.,Sentence_Structure
She has a beautiful singing voice and sings often.,Sentence_Structure
"He doesn't likes to eat vegetables, especially peas.",Sentence_Structure
The boy throwed the ball to his friend in the park.,Sentence_Structure
The childrens played hide and seek in the backyard.,Sentence_Structure
She asked her friend if they wants to go shopping.,Sentence_Structure
The cake needs to be frosted after it cools down.,Sentence_Structure
The store closes at 9:00pm and opens at 8:00am.,Sentence_Structure
We were surprised when she showed up at the party.,Sentence_Structure
The baby was crying because it was hungry and tired.,Sentence_Structure
The birds sings loudly in the trees every morning.,Sentence_Structure
The sun sets in the west and rises in the east.,Sentence_Structure
"He was going to the store, but then he changed mind.",Sentence_Structure
"The movie starts at 7:00pm, we should leave soon.",Sentence_Structure
She can plays the piano and the guitar very well.,Sentence_Structure
The books on the shelf are belongs to the library.,Sentence_Structure
The dog chased the squirrels in the park yesterday.,Sentence_Structure
The flowers in the garden are blooming beautifully.,Sentence_Structure
"The phone rang, but she didn't heard it.",Sentence_Structure
They visited their grandparents on the weekend.,Sentence_Structure
"The cake was delicious, but it was too sweet.",Sentence_Structure
"The mail should be arrives soon, I'm expecting a package.",Sentence_Structure
She goes to the gym every day to exercising.,Sentence_Structure
He was late to work because he missed his bus.,Sentence_Structure
The ice cream truck comes to our neighborhood often.,Sentence_Structure
The computer is very slow and needs to be fixed.,Sentence_Structure
The teacher asked the students to quiet down.,Sentence_Structure
The cake needs more icing; it's not enough.,Sentence_Structure
She has a lot of homeworks to do this weekend.,Sentence_Structure
He doesn't like to eat fish because of the taste.,Sentence_Structure
The weather is very hot today; I need a cold drink.,Sentence_Structure
The car is parked in the driveway behind the house.,Sentence_Structure
He was reading a book when the phone rang.,Sentence_Structure
The children needs to be picked up from school.,Sentence_Structure
"The concert was very loud, but it was a lot of fun.",Sentence_Structure
She wants to learn how to play the violin this year.,Sentence_Structure
The dog is very friendly and loves to play fetch.,Sentence_Structure
The store is closed today because of the holiday.,Sentence_Structure
The plants needs to be watered every day.,Sentence_Structure
"The movie was scary, but I enjoyed watching it.",Sentence_Structure
He was very tired after working all day.,Sentence_Structure
The new restaurant serves delicious food.,Sentence_Structure
She was very excited about her upcoming vacation.,Sentence_Structure
The doctor told him to get plenty of rest and fluids.,Sentence_Structure
1. She always be triying new things.,Spelling
2. John and me went to the store yesterday.,Spelling
3. The books is on the shelf in the library.,Spelling
4. The car needs to be wash before we go.,Spelling
"5. If you could met any celebrity, who would it be?",Spelling
"6. The performence was amazing, I enjoyed alot.",Spelling
7. She prefered to eat apple instead of orange.,Spelling
8. Can you tell me were the nearest bank are?,Spelling
"9. He was very tired, so he layed down on the couch.",Spelling
10. I'm going to the gym to excersise for an hour.,Spelling
11. The company is launching a innnovative product soon.,Spelling
12. This plants need water everyday to grow well.,Spelling
13. She was very upset and started to cryed.,Spelling
14. The cake needs to be baked in 350 degress for 30 minutes.,Spelling
15. I am a student at University of Washinton.,Spelling
"16. It's raining outside, so don't forget to take a umbrela.",Spelling
17. He was feeling ill so he went to the doctors office.,Spelling
"18. They have four childs, two boys and two girls.",Spelling
19. The dog chased it's tail in the park.,Spelling
"20. My favorite colours are blue, green, and yelow.",Spelling
21. They're going to there friend's house for dinner.,Spelling
22. Please put the dirty dishes into the washing mashine.,Spelling
23. She is studing biology at the university this semester.,Spelling
24. The manager wants to hire a new assistent for his department.,Spelling
"25. I have a question, can I axe you something?",Spelling
26. The ocean is fill with various species of fish and mammals.,Spelling
27. The book is about a man who travells through time.,Spelling
28. He lost his wallet and now he has no moneys.,Spelling
"29. When I was young, I used to played soccer every day.",Spelling
30. She offen has to work late hours at her job.,Spelling
"31. The ingredients list include flour, suger, and eggs.",Spelling
32. The cat was stuck on the tree and couldn't got down.,Spelling
33. He was driving too fast and lost control of the vehicel.,Spelling
34. The airplane was delayed due to bad wheather conditions.,Spelling
35. She is a expert in her field and has written many articles.,Spelling
36. The restaurant offers a wide varity of dishes.,Spelling
"37. We have planted tomatoes, potatos, and carrots in our garden.",Spelling
38. He recieved a letter from an unkown person.,Spelling
39. The teacher was explaning a difficult concept to the students.,Spelling
40. She has been working for the company since six years.,Spelling
41. The hotel provides towels and bedsheet to its guests.,Spelling
42. The baby was crying beacuse it was hungry.,Spelling
43. There's a new resturant in town that serves delicious food.,Spelling
44. The movie was very interesting and full of suspence.,Spelling
45. The children were playing hide-and-seek in the backyard.,Spelling
46. I can't believe how fast my daughter is groing up.,Spelling
"47. She has two siblings, an older brother and a younger sister.",Spelling
"48. He can play the guitar, the piano, and the drumbs.",Spelling
49. The sun is shining bright and it's a beutiful day.,Spelling
"50. The store sells furnitures, electronics, and clothing.",Spelling
51. She loves to listen to music and sing along with her favorit songs.,Spelling
52. The scientists are researching new methods of energy production.,Spelling
"53. He didn't knew the answer, so he guessed it.",Spelling
54. The candidate was nervus during the job interview.,Spelling
55. The book shelf was full of old dusty books.,Spelling
"56. They enjoyed the concert, especialy the final performance.",Spelling
57. The car accident happend at the intersection of two roads.,Spelling
58. The dog was wagging it's tail happily when it saw its owner.,Spelling
59. The paintings in the museum were truly breath taking.,Spelling
60. The students were waiting impatiantly for the test results.,Spelling
61. The city is known for its historic architecture and buetiful parks.,Spelling
62. The recipe calls for two cups of flower and one cup of sugar.,Spelling
63. The athlete jumped over the huddle with ease.,Spelling
64. The librarian helped the student find the book she was looking for.,Spelling
65. The cake was decorated with icing flowers and colorful sprikles.,Spelling
66. The team was excited about their victory in the tournment.,Spelling
67. The computer software was infected with a dangerous virus.,Spelling
68. The weather forecast predicts rain for the next three days.,Spelling
69. The company's annual revenue has increasd by 10% this year.,Spelling
70. She was doing her daily exercise routine in the mornig.,Spelling
71. The house was decorated with balloons and banners for the party.,Spelling
72. The farmer was milking the cow in the barn early in the morning.,Spelling
"73. She was feeling tired, so she decided to took a nap.",Spelling
74. The new phone has a better camera and a longer batery life.,Spelling
75. He was walking in the forest when he heard a strange noice.,Spelling
76. The package was delivered to the wrong adress by mistake.,Spelling
77. The train was delayed due to a problem with the rail tracks.,Spelling
"78. The car's breaks failed, causing it to crash into a tree.",Spelling
79. The kids were playing in the sandbox and building sandcastels.,Spelling
80. The boy cutted his finger while peeling the apple.,Spelling
81. The ice cream was melting quickly in the hot summer sun.,Spelling
"82. The meeting was schedule for 3pm, but it was postponed.",Spelling
83. I asked her to call me when she arives at the airport.,Spelling
84. The city is facing a water shortage due to the ongoing drought.,Spelling
85. The elephant is the largest mamal on Earth.,Spelling
86. The teacher asked the students to be quite during the test.,Spelling
87. The car was parked on the street and had a flat tyre.,Spelling
88. The football player scored a goal in the last minute of the game.,Spelling
89. The little girl was looking forward to her birthay party.,Spelling
90. He bought a new pair of shoes that were very unconfortable.,Spelling
91. The scientist presented his research findings at the conference.,Spelling
92. She was a great cook and her lasagna was delisious.,Spelling
"93. The bakery sells donuts, bagels, and various kind of breads.",Spelling
94. She was afraid of hights and couldn't climb the ladder.,Spelling
95. The laptop was pluged in but it wasn't charging.,Spelling
96. The store clerk was counting the money in the cash register.,Spelling
97. The tourists were taking pictures of the beautful waterfall.,Spelling
98. The conference room was equiped with a projector and whiteboard.,Spelling
99. The doctor adviced her to exercise regularly and eat healthy.,Spelling
100. The company is celebrating it's 10th anniversary this year.,Spelling
I dont know what your talking about.,Punctuation
She said that she was going to the store but she never came back.,Punctuation
Its a beautiful day isnt it?,Punctuation
He likes pizza pasta and burgers.,Punctuation
Where are you going? asked Mary.,Punctuation
The teacher gave us alot of homework.,Punctuation
Theyre dog is very cute.,Punctuation
No I dont want to go there.,Punctuation
Can you help me with this problem?,Punctuation
He said I’m sorry.,Punctuation
She is a smart talented and kind person.,Punctuation
I love reading books especially novels.,Punctuation
How are you doing today?,Punctuation
The movie was very interesting however it was too long.,Punctuation
I have been to Paris London and Rome.,Punctuation
He is not only a good singer but also a good dancer.,Punctuation
She forgot to bring her umbrella so she got wet.,Punctuation
What time is it? he wondered.,Punctuation
I like chocolate cake but not vanilla.,Punctuation
He was late for the meeting because of the traffic.,Punctuation
"Their going too the store, want anything?",Punctuation
"The dog wagged it's tail, and barked.",Punctuation
"I love reading books, like; Harry Potter, and Lord of the Rings.",Punctuation
"The meeting, is at 2:00 PM please arrive early.",Punctuation
"She said""the party was great!"":",Punctuation
"The Earth, revolves around the Sun.",Punctuation
"Can you believe it, I won the lottery!",Punctuation
"The results of the experiment were inconclusive, however they warrant further investigation.",Punctuation
"I have to go to the bank, get groceries, and pick up the kids from school.",Punctuation
"What are you doing tonight, I thought we could watch a movie.",Punctuation
If the weather's nice we'll go to the park.,Punctuation
In her free time she enjoys cooking playing tennis and reading.,Punctuation
I need to buy bread milk eggs and cheese.,Punctuation
"John's favorite subjects are history, math and science.",Punctuation
"When the alarm went off, she hit snooze and went back to sleep.",Punctuation
"She asked ""Can you help me with my homework?""",Punctuation
The movie was amazing it blew my mind!,Punctuation
"My phone's battery is dead, I need to charge it!",Punctuation
"First, preheat the oven to 350°F then mix all the ingredients together.",Punctuation
